date,mean_temp,max_temp,min_temp,humidity,mean_rain_fall,mean_wind,cases
02/12/2018,26.82,35.2,23.8,85.84,0.03,4.38,9
03/12/2018,26.58,33,23.8,88.93,0.02,2.93,8
04/12/2018,27.74,33.9,24,82.97,0.01,3.28,6
05/12/2018,27.2,34.3,22.9,86.45,0.07,3.25,3
06/12/2018,26.92,33.9,23,86.73,0.03,3.06,6
07/12/2018,27.21,33,23.5,84.24,0.02,3.07,7
08/12/2018,27.3,34.3,23.2,84.3,0.05,3.3,1
09/12/2018,27.98,34.7,24.8,83.27,0.02,3.02,10
10/12/2018,27.46,34.9,22.8,85.35,0.03,3.27,9
11/12/2018,26.4,32.3,23.4,88.38,0.09,4.969860602,14
12/12/2018,26.72,33.2,23.4,87.24,0.08,4.969860602,18
13/12/2018,26.49,30.1,23.9,88.01,0,3.92,20
14/12/2018,26.91,31.3,23.6,82.95,0,4.25,13
15/12/2018,26.84,32.6,22.8,83.86,0.07,3.45,14
16/12/2018,26.71,34.2,23.4,84.24,0.04,3.34,9
17/12/2018,27.34,33.9,23.7,81.79,0.01,3.36,18
18/12/2018,28.22,33.5,24.8,79.08,0,3.56,12
19/12/2018,28.09,34.8,22.9,80.47,0.02,3.3,24
20/12/2018,27.92,34.9,23.6,79.45767162,0.03,4.969860602,23
21/12/2018,28.05,34.5,24.6,80.38,0.01,4.51,26
22/12/2018,28.2,34.7,24.6,78.99,0.01,4.38,17
23/12/2018,27.94,34.7,23.3,78.27,0.01,3.3,16
24/12/2018,28.53,34.5,23.8,76.35,0,3.64,26
25/12/2018,28.63,33.8,24.6,77.23,0,3.81,15
26/12/2018,28.32,33.6,22.6,75.46,0.01,5.3,26
27/12/2018,27.82,31.4,24.3,77.8,0,4.969860602,27
28/12/2018,29.19,34.4,24.9,70.6,0,4.81,35
29/12/2018,28.13,31.4,23.7,79.16,0,3.88,15
30/12/2018,28.53,35.4,24.5,78.52,0.01,4.75,11
31/12/2018,27.21,33,22.4,84.37,0.08,4.95,22
01/01/2019,28.02,34.8,22.8,75.7,0.02,4.49,17
02/01/2019,28.79,33.2,24.7,72.24,0,5.53,40
03/01/2019,29.09,32.9,24.7,75.64,0,7.19,49
04/01/2019,29.26,33.6,25.4,69.74,0,5.52,17
05/01/2019,28.3,34,24,80.24,0.02,4.04,23
06/01/2019,28.62,33.5,25.2,78.25,0,5.8,13
07/01/2019,28.81,33.8,25.2,75.1,0,6.17,43
08/01/2019,27.88,32.5,24.7,82.04,0.03,5.11,49
09/01/2019,28.27,33.1,24.9,78.46,0,5.68,40
10/01/2019,28.71,33.8,24.7,72.35,0,5.96,45
11/01/2019,28.3,33.9,24.5,74.96,0,5.75,37
12/01/2019,28.31,34.4,23.6,73.57,0.04,5.19,23
13/01/2019,27.76,34.7,23.1,78.1,0.02,5.28,19
14/01/2019,27.98,33.3,24.2,77.7,0,5.27,41
15/01/2019,28.28,34.2,24.3,72.76,0.01,4.8,36
16/01/2019,28.28,32.9,24.6,74.71,0,5.33,34
17/01/2019,26.66,32.6,23.8,84,0.05,5.08,30
18/01/2019,25.87,29.3,22.5,85.94,0.12,5.39,38
19/01/2019,27.43,32.3,23.5,76.74,0,5.62,22
20/01/2019,28.03,33.4,24.3,75.49,0,5.79,13
21/01/2019,28.05,32.9,24.9,74.72,0.01,6.12,38
22/01/2019,27.68,31.7,24.6,74.29,0,6.05,39
23/01/2019,28,32.9,24.6,73.28,0,6.63,29
24/01/2019,27.65,32.4,24.7,73.56,0,6.33,47
25/01/2019,27.19,31.6,23.6,75.07,0,6.29,37
26/01/2019,27.24,32.1,23.8,74.46,0,6.73,25
27/01/2019,27.79,32.7,24.6,75.75,0,7.23,18
28/01/2019,26.82,29.9,24.6,83.33,0,6.96,28
29/01/2019,27.95,33.7,24.6,77.55,0,7.16,39
30/01/2019,28.05,33.2,24.8,73.11,0,6.39,30
31/01/2019,27.81,32.7,23.9,75.25,0,5.37,29
01/02/2019,28.27,34.3,24.7,74.31,0,6.49,13
02/02/2019,28.21,33.2,24.6,76.85,0,6.01,14
03/02/2019,28.25,33.4,24.7,77.79,0,6.03,17
04/02/2019,28.1,34.5,23.3,78.51,0.02,5.35,27
05/02/2019,28.06,33.6,24.3,75.6,0,5.47,9
06/02/2019,27.98,34.3,23,71.71,0,5.6,10
07/02/2019,27.88,34.4,23.2,75.43,0.02,5.41,29
08/02/2019,28.37,34.7,24,74.92,0,5.38,30
09/02/2019,28.68,35.8,24.5,75.81,0,5.18,18
10/02/2019,28.4,34.1,25.1,74.97,0,6.2,15
11/02/2019,27.95,33.6,23,66.86,0,6.65,27
12/02/2019,28.56,34.5,22.4,68.6,0,6.32,33
13/02/2019,28.6,33.5,25,75.45,0,7.13,37
14/02/2019,28.72,34.1,26.1,71.57,0,7.41,43
15/02/2019,27.99,33.3,24.1,72.15,0,6.59,46
16/02/2019,28.3,34.7,24.4,70.69,0,6.36,38
17/02/2019,27.48,34.4,22,78.47,0.05,4.9,13
18/02/2019,26.84,31.7,21.4,80.96,0.02,3.79,47
19/02/2019,27.72,33.7,23.8,80.23,0.03,4.77,32
20/02/2019,27.99,33.3,23.3,79.17,0.02,4.85,19
21/02/2019,28.5,34,24,72.59,0,6.31,133
22/02/2019,28.41,35.3,24.2,75.46,0,5.25,15
23/02/2019,28.25,34.4,23.9,72.7,0,5.89,12
24/02/2019,28.11,33.6,23.2,71.86,0,5.59,12
25/02/2019,28.62,34.3,23.9,73.61,0,6,19
26/02/2019,28.53,33.6,25.4,76.03,0,6.69,29
27/02/2019,28.28,34.2,25,71.58,0,6.89,23
28/02/2019,28.25,33.5,24.8,75.71,0,5.66,32
01/03/2019,28.44,33.9,24.2,71.59,0,6.31,24
02/03/2019,28.4,35.2,24.1,68.4,0,5.81,19
03/03/2019,28.13,36,22.6,69.19,0,5.29,14
04/03/2019,27.97,35,22.8,71.77,0.02,4.94,30
05/03/2019,28.6,34.4,23.4,70.28,0,4.6,20
06/03/2019,28.66,33.1,25.5,75.24,0,5.07,22
07/03/2019,29.01,35.2,23.4,74.57,0,4.18,11
08/03/2019,29.01,35.2,25.1,73.59,0,4.78,28
09/03/2019,29.08,36,24.9,71.69,0,4.76,11
10/03/2019,28.87,34.9,24.3,73.78,0,4.76,10
11/03/2019,27.2,34.1,21.5,81.58,0.11,4.24,18
12/03/2019,28.4,35.9,23.6,73.04,0.01,4.41,20
13/03/2019,29.12,35.3,23.7,74.19,0,4.91,26
14/03/2019,28.95,35,23.9,67.82,0,5.56,11
15/03/2019,28.68,34.9,23.7,65.78,0,5.36,7
16/03/2019,28.32,34.6,23,71.82,0.01,5.88,11
17/03/2019,28.71,34.8,24,67.39,0,5.94,2
18/03/2019,28.89,35.4,22.8,62.39,0,5.99,15
19/03/2019,28.88,34.6,23.2,66.9,0,5.87,15
20/03/2019,29.2,34.6,24.6,69.47,0,5.24,16
21/03/2019,27.95,35.7,22.1,75.23,0.14,5.23,19
22/03/2019,28.66,36,23.9,74.21,0,4.08,19
23/03/2019,29.21,36,25.1,76.59,0.01,3.98,16
24/03/2019,28.83,35.2,23.7,76.36,0.01,4.14,14
25/03/2019,28.55,35.1,22.7,77.54,0.03,4.72,13
26/03/2019,29.56,35.4,25.5,73.07,0,5.85,15
27/03/2019,29.85,35.6,25.8,67.28,0,5.82,10
28/03/2019,27.97,34.9,21.5,78.98,0.06,4.45,17
29/03/2019,29.02,34.7,23.8,74.23,0,3.9,13
30/03/2019,27.65,34.2,22.2,82.55,0.01,3.5,7
31/03/2019,28.71,33,25.3,79.8,0,3.59,10
01/04/2019,27.24,32.8,23.6,84.17,0.09,4.07,20
02/04/2019,28.19,33.5,24.5,77.85,0,3.82,18
03/04/2019,27.04,35.2,21,79.99,0.1,3.78,6
04/04/2019,28.65,36,23.5,73.52,0.04,4.49,19
05/04/2019,28.42,35.2,23.7,73.7,0.01,4.4,22
06/04/2019,28.66,35,23.9,69.68,0,4.85,10
07/04/2019,28.98,36,23.5,70.82,0,4.32,11
08/04/2019,29.17,35,24.7,72.77,0,4.85,17
09/04/2019,28.97,35,24.8,74.29,0.03,4.23,26
10/04/2019,28.4,34.2,23.8,77.94,0.02,3.64,27
11/04/2019,27.85,32.9,23.6,82.96,0.02,3.01,19
12/04/2019,28.77,34.3,24.8,74.63,0,3.89,17
13/04/2019,29.38,34.9,25.3,73.99,0,4.24,12
14/04/2019,28.58,33.9,23.5,80.9,0.03,4.23,15
15/04/2019,29.45,36,24.7,74.34,0,4.22,27
16/04/2019,29.98,35.8,25.9,72.47,0.01,4.84,22
17/04/2019,29.97,35.9,25.6,73.62,0,4.64,25
18/04/2019,29.88,36,25.5,72.49,0,4.36,12
19/04/2019,29.2,36,23.8,76.35,0.02,3.72,16
20/04/2019,28.19,32,23.4,83.88,0.04,3.24,19
21/04/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,18
22/04/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,27
23/04/2019,28.07,34.4,24.1,83.52,0.12,3.77,25
24/04/2019,28.34,32.7,21.5,83.86,0.01,2.81,27
25/04/2019,28.47,33.3,21.8,82.61,0.02,3.22,21
26/04/2019,26.09,35.4,21.4,89.35,0.16,3.75,17
27/04/2019,27.5,32,21.3,81.09,0.03,3.42,17
28/04/2019,29.08,35.6,21.7,75.82,0.01,3.83,19
29/04/2019,29.1,36,24,80.38,0.02,4.54,33
30/04/2019,28.45,33.3,24.6,79.38,0.01,3.46,44
01/05/2019,29.51,34.1,25.5,76.36,0,3.55,11
02/05/2019,29.49,34.5,25.6,79.51,0.01,3.32,39
03/05/2019,29.67,34.4,25.6,79.53,0.01,3.66,28
04/05/2019,28.87,33.6,23,80.8,0.04,3.18,27
05/05/2019,28.62,32.9,24.7,80.68,0,4.87,17
06/05/2019,30.08,34.6,26.1,71.04,0,5.62,51
07/05/2019,30.22,35,25.3,72.63,0.01,3.83,46
08/05/2019,26.98,31.3,21,85.53,0.19,3.8,47
09/05/2019,29.65,34.4,25,76.01,0,3.87,49
10/05/2019,29.4,35.3,22,76.23,0.06,4.03,63
11/05/2019,28.95,32.9,24,81.65,0.02,3.01,22
12/05/2019,29.6,34.7,25.7,79.34,0,3.01,16
13/05/2019,28.76,34.3,23.5,82.47,0.03,3.53,64
14/05/2019,28.94,35,24.9,81.08,0.02,3.82,57
15/05/2019,29.05,34.7,24.5,82.41,0.02,3.53,56
16/05/2019,28.6,32.9,23.6,81.18,0.03,3.38,46
17/05/2019,27.87,36,21.8,82.18,0.03,4.02,37
18/05/2019,29.02,33.4,25.3,79.8,0,4.08,36
19/05/2019,27.66,31.4,22.7,81.96,0.03,3.57,37
20/05/2019,28.65,33.4,25.1,79.67,0,3.76,35
21/05/2019,28.32,33.8,24.8,81.6,0.01,3.89,60
22/05/2019,27.93,33.3,23.7,84.11,0.02,3.28,82
23/05/2019,29.11,34.1,24.8,77.12,0,4.08,63
24/05/2019,30.07,35.3,25.7,71.83,0,3.94,58
25/05/2019,29.28,34.1,25.4,77.85,0,4.14,46
26/05/2019,29.73,34.9,25.3,76.54,0,4.07,35
27/05/2019,29.6,35,25.6,78.43,0.01,4.69,76
28/05/2019,29.93,35.5,26.3,75.87,0,4.97,69
29/05/2019,29.46,34.1,24.8,78.04,0.02,3.81,54
30/05/2019,27.87,33,23.4,84.27,0.06,3.41,65
31/05/2019,28.58,33.7,24.8,81.11,0.01,3.57,63
01/06/2019,28.07,32.5,25.3,83,0,3.86,41
02/06/2019,28.33,33.7,22.4,79,0.08,3.65,44
03/06/2019,26.8,32.1,23.5,88.76,0.12,3.75,57
04/06/2019,27.8,33,24.9,84.1,0.01,3.68,82
05/06/2019,28.86,33.5,25.3,80.98,0,3.87,31
06/06/2019,27.01,29.5,24.2,88.68,0.04,3.82,70
07/06/2019,26.13,28.2,23.6,88.72,0.06,3.7,70
08/06/2019,27.31,30.8,24.3,85.84,0.01,3.59,53
09/06/2019,28.34,32.5,24.2,82.16,0.01,3.58,49
10/06/2019,29.68,34.3,26,77.86,0,4.35,85
11/06/2019,29.4,34.3,24,78.63,0.07,4.66,70
12/06/2019,26.99,30.2,23.4,84.99,0.08,6.28,78
13/06/2019,28.44,31.6,25,83.7,0.02,6.09,63
14/06/2019,29.13,33.7,26.1,79.76,0.01,5.72,71
15/06/2019,28.41,33.2,24.7,81.38,0.02,6.33,53
16/06/2019,29.29,33.5,25.4,78.3,0,6.64,31
17/06/2019,28.83,33.1,23.8,81.49,0.02,6.11,82
18/06/2019,27.12,29.8,21.6,87.28,0.05,4.49,72
19/06/2019,27.72,30.5,23.8,85.45,0.02,5.66,74
20/06/2019,28.43,33.6,24.6,82.59,0.02,4.49,53
21/06/2019,28.09,33,24.7,82.35,0.01,4.99,74
22/06/2019,26.78,31.6,22.5,85,0.07,5.54,53
23/06/2019,28.46,33,24.4,79.47,0,4.72,37
24/06/2019,28.99,33.8,25.7,78.45,0,5.19,97
25/06/2019,29.56,34,25.7,75.05,0,5.66,98
26/06/2019,28.23,32.5,23.9,79.19,0.02,4.5,73
27/06/2019,29,33.8,24.9,78.16,0,4.89,73
28/06/2019,29.49,33.7,26.1,76.56,0,6.53,66
29/06/2019,28.88,33.6,23.9,80.91,0.01,6.33,57
30/06/2019,28.72,32.6,25,78.92,0,5.45,33
01/07/2019,29.34,33.7,26,73.24,0,4.969860602,88
02/07/2019,29.6,34,25.9,74.72,0,5.97,124
03/07/2019,28.69,32.3,21.1,79.67,0.02,5.48,119
04/07/2019,29.11,34.2,24.2,78.66,0.01,4.94,100
05/07/2019,29.34,34.2,26.3,76.88,0,5.74,65
06/07/2019,29.18,34.5,24.7,77.3,0.01,4.7,78
07/07/2019,28.43,33.8,23.9,81.49,0.02,4.25,56
08/07/2019,27.71,36,22.6,83.48,0.05,4.1,125
09/07/2019,27.39,31.1,22.3,83.01,0.04,4.13,112
10/07/2019,29,33.6,21,73.48,0,6.78,107
11/07/2019,29.45,34.4,26.5,69.07,0,7.2,93
12/07/2019,29.2,33.9,25,73.94,0,4.969860602,108
13/07/2019,29.37,34.2,25,74.82,0,5.94,67
14/07/2019,29.53,33.7,26.6,74.22,0,6.36,62
15/07/2019,27.12,29.2,22.5,82.56,0.03,5.79,98
16/07/2019,28.57,32.3,24.6,74.22,0.01,5.79,140
17/07/2019,28.88,33,24.6,70.5,0,5.69,90
18/07/2019,29.02,33.4,25.3,67.81,0,6.33,80
19/07/2019,29.12,33.6,25.6,69.56,0,5.54,63
20/07/2019,29.27,33.9,25.4,73.03,0,5.58,90
21/07/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,66
22/07/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,90
23/07/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,100
24/07/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.969860602,98
25/07/2019,29.02,32.7,26.4,70.07,0,5.78,92
26/07/2019,29,33.8,23.9,70.78,0,6.1,62
27/07/2019,29.02,33.8,25.1,74.09,0,6.65,63
28/07/2019,28.95,33.6,24.9,76.51,0,6.59,52
29/07/2019,29.59,34.3,25.7,72.92,0,6.62,97
30/07/2019,29.2,33.7,25.4,74.23,0,6.42,108
31/07/2019,29.18,33,25.8,68.29,0,7.21,87
01/08/2019,29.12,33.8,24.2,67.19,0,6.63,112
02/08/2019,29.19,34,25,68.79,0,6.36,49
03/08/2019,29.38,33.9,26.1,71.42,0,6.15,84
04/08/2019,28.97,33.2,26.1,74.41,0,6.13,64
05/08/2019,28.98,32.9,26.1,74.25,0,6.14,43
06/08/2019,28.84,33.2,25.3,76.32,0,5.81,103
07/08/2019,28.74,33.5,24.8,75.78,0,6.17,93
08/08/2019,28.82,32.8,25.4,73.08,0,6.29,71
09/08/2019,28.88,33.3,25.9,74.97,0,6.51,62
10/08/2019,29.01,33,26.8,75.89,0,7.09,63
11/08/2019,29.13,34.1,21,75.54,0,6.63,45
12/08/2019,29.46,34.1,22.3,73.44,0,7.21,54
13/08/2019,29.37,34.5,22.2,76.23,0,6.56,80
14/08/2019,29.17,34.2,21,76.65,0,6.17,86
15/08/2019,28.83,36,21,75.21,0,6.66,92
16/08/2019,29.57,34.2,21,69.4,0,7.39,61
17/08/2019,28.94,33.3,22.3,75.49,0.01,7.34,75
18/08/2019,29.36,34.9,23.2,69.72,0,7.61,56
19/08/2019,29.2,35,25,68.38,0,6.54,74
20/08/2019,29.4,34.4,26.9,72.23,0,8.19,82
21/08/2019,29.52,34.2,27,72.25,0,7.53,74
22/08/2019,29.42,34.5,25.7,74.26,0,7.09,85
23/08/2019,29.47,35,26.7,70.18,0,7.66,32
24/08/2019,29.3,34.3,26.2,70.04,0,7.12,49
25/08/2019,28.57,33.3,25.1,75.12,0,6.34,30
26/08/2019,28,34,23.1,78.58,0.04,6.04,82
27/08/2019,27.12,32.3,23.7,81.5,0.01,6.03,82
28/08/2019,26.93,29,23.7,81.75,0,6.17,56
29/08/2019,28.79,33.6,25,76.55,0,6.96,55
30/08/2019,28.31,32.2,21.7,74.82,0.04,4.969860602,43
31/08/2019,28.84,33.6,25,67.71,0,7.84,40
01/09/2019,29.16,34,23.7,70.99,0,6.61,20
02/09/2019,29.45,34.4,25.4,74.47,0,7.54,52
03/09/2019,29.45,34,26.3,74.99,0,7.12,75
04/09/2019,28.63,33.7,22.3,74.69,0.05,6.18,55
05/09/2019,29.17,34.5,24,73.59,0,8.04,58
06/09/2019,29.26,34.7,25.5,72.86,0,7.05,25
07/09/2019,29.24,34.3,26.2,71.55,0,8.4,25
08/09/2019,29.18,34.2,24.8,70.78,0,7.19,29
09/09/2019,29.32,33.9,26.1,72.93,0,7.02,60
10/09/2019,29.18,34.3,26.7,74.61,0,7.88,52
11/09/2019,29.32,34.5,24.9,71.2,0,7.17,48
12/09/2019,29.08,34.8,24.5,73.65,0,6.99,40
13/09/2019,29.13,33.8,24.7,74.56,0,5.96,41
14/09/2019,28.26,30.8,24.9,78.74,0,6.05,33
15/09/2019,28.68,32.9,24.9,72.86,0,6.44,31
16/09/2019,28.83,33.3,24.1,69.54,0,6.05,52
17/09/2019,29.13,33.6,25.2,72.86,0,6.15,45
18/09/2019,29.17,33.8,26.8,74.4,0,7.54,56
19/09/2019,29.17,33.8,26.2,71.79,0,7.31,44
20/09/2019,28.88,34,26.1,73.84,0,6.71,32
21/09/2019,29.14,35.1,25.5,68.58,0,7.37,23
22/09/2019,29.18,35.5,25.5,70.31,0,7.39,22
23/09/2019,28.6,33.2,25.3,75.67,0,6.82,55
24/09/2019,29.03,34.9,24.7,74.01,0,6.13,49
25/09/2019,26.58,31.8,22.9,87.13,0.12,4.46,48
26/09/2019,28.13,34.3,24,76.05,0,5.22,27
27/09/2019,28.57,34.4,24.6,75.79,0.01,5.73,30
28/09/2019,28.45,34.9,23.4,76.52,0,3.91,19
29/09/2019,27.56,34,21.1,80.08,0.06,4.34,19
30/09/2019,26.68,32,21.1,83.79,0.07,4.33,37
01/10/2019,27.45,32.9,22.5,80.37,0,4.51,40
02/10/2019,26.67,33.5,21.4,81.3,0.01,4.45,39
03/10/2019,27.2,32.5,21.3,77.39,0,4.48,53
04/10/2019,27.78,32.9,22.2,77.56,0.03,5,15
05/10/2019,28.13,35.8,23.2,74.13,0.01,5.36,19
06/10/2019,28.08,34.5,22.5,71.69,0,5.05,14
07/10/2019,26.92,33.4,22.8,82.97,0.05,4.17,38
08/10/2019,27.45,33.2,22.5,81.42,0.01,5.12,40
09/10/2019,27.74,32.7,22.7,79.23,0.02,5.53,43
10/10/2019,27.92,34.1,23,77.93,0.01,5.73,35
11/10/2019,28.73,35.2,22.4,74.59,0,6.12,23
12/10/2019,28.32,34.2,21.5,78.08,0.01,5.87,24
13/10/2019,28.31,35.7,22.8,77.69,0.01,6.61,20
14/10/2019,28.89,36,23.2,73.25,0,5.78,44
15/10/2019,28.53,34.8,22.8,75.18,0.01,5.03,37
16/10/2019,28.78,34.4,24,77.41,0.02,5.84,37
17/10/2019,27.94,34.8,23.1,81.88,0.02,4.44,38
18/10/2019,27.78,32.6,23.8,80.24,0.01,4.06,30
19/10/2019,28.58,34.4,24.1,76.37,0,4.69,32
20/10/2019,28.53,34.9,23.8,78.61,0,4.76,16
21/10/2019,28.1,33.6,23.7,80.92,0.04,4.34,35
22/10/2019,26.08,30.4,22.7,89.42,0.09,4.18,47
23/10/2019,27.19,34.1,22.9,82.54,0.02,3.68,51
24/10/2019,28.13,34.5,23.5,78.59,0,3.81,25
25/10/2019,28.58,34.9,23.4,76.43,0.02,4.26,19
26/10/2019,26.99,33.5,23.1,83.79,0.04,3.31,28
27/10/2019,27.18,34.9,22.9,79.77,0.07,4.04,27
28/10/2019,26.83,32,23.1,83.96,0.01,3.92,36
29/10/2019,28.59,33.8,23.6,75.15,0,3.67,55
30/10/2019,28.14,33.6,23.7,76.97,0.01,3.91,64
31/10/2019,28.12,32.7,23.3,76.68,0,3.63,46
01/11/2019,28.05,33.5,22.9,74.06,0.02,4.81,29
02/11/2019,29.17,34.3,22.6,70.45,0.01,3.77,33
03/11/2019,27.72,33.2,22.9,76.56,0.02,4.15,26
04/11/2019,28.54,34.2,23.4,75.37,0.01,3.3,56
05/11/2019,28.1,32.5,23,80.59,0.03,3.46,57
06/11/2019,29.18,34.3,24.3,75.53,0,4.11,50
07/11/2019,27.67,31.5,25.2,86.32,0,4.03,61
08/11/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.84,17
09/11/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,3.94,33
10/11/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.4,27
11/11/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,4.11,59
12/11/2019,28.03029936,33.21454027,23.93442623,79.45767162,0.021922261,3.58,73
13/11/2019,29.85,34.2,24.3,71.29,0.02,3.81,70
14/11/2019,27.7,31.8,24.6,81.22,0,4.63,61
15/11/2019,27.31,31.9,24,81.29,0.01,4.05,31
16/11/2019,27.96,34.5,22.8,78.55,0.01,3.97,41
17/11/2019,29.02,36,22.8,71.2,0,4.23,31
18/11/2019,28.39,36,23.4,76.13,0.02,4.03,45
19/11/2019,27.74,34.2,24.3,80.88,0.01,4.17,57
20/11/2019,26.43,31.7,23.4,86.9,0.05,4.04,44
21/11/2019,26.59,31.3,24,85.06,0,4.48,78
22/11/2019,26.74,33.5,23.9,83.68,0.01,4.22,35
23/11/2019,26.6,32.5,23.5,86.01,0.04,4.61,24
24/11/2019,26.52,34.3,23.3,85.31,0.04,3.83,21
25/11/2019,27.56,35,22.9,80.83,0.03,3.84,63
26/11/2019,28.39,33.9,24.5,76.92,0,5.39,42
27/11/2019,27.76,33.8,23.4,82.47,0.01,4.25,46
28/11/2019,27.8,33.4,24,83.39,0.04,4.13,52
